Description,File,Variable,Year
Edentulous-yes,OHXDEN_C (1).htm,OHXEDEN,2003-2004
Fluorosis DI: #10,OHXDEN_C (1).htm,OHX10DI,2003-2004
Fluorosis DI: #11,OHXDEN_C (1).htm,OHX11DI,2003-2004
Fluorosis DI: #12,OHXDEN_C (1).htm,OHX12DI,2003-2004
Fluorosis DI: #13,OHXDEN_C (1).htm,OHX13DI,2003-2004
Fluorosis DI: #14,OHXDEN_C (1).htm,OHX14DI,2003-2004
Fluorosis DI: #15,OHXDEN_C (1).htm,OHX15DI,2003-2004
Fluorosis DI: #18,OHXDEN_C (1).htm,OHX18DI,2003-2004
Fluorosis DI: #19,OHXDEN_C (1).htm,OHX19DI,2003-2004
Fluorosis DI: #2,OHXDEN_C (1).htm,OHX02DI,2003-2004
Fluorosis DI: #20,OHXDEN_C (1).htm,OHX20DI,2003-2004
Fluorosis DI: #21,OHXDEN_C (1).htm,OHX21DI,2003-2004
Fluorosis DI: #22,OHXDEN_C (1).htm,OHX22DI,2003-2004
Fluorosis DI: #23,OHXDEN_C (1).htm,OHX23DI,2003-2004
Fluorosis DI: #24,OHXDEN_C (1).htm,OHX24DI,2003-2004
Fluorosis DI: #25,OHXDEN_C (1).htm,OHX25DI,2003-2004
Fluorosis DI: #26,OHXDEN_C (1).htm,OHX26DI,2003-2004
Fluorosis DI: #27,OHXDEN_C (1).htm,OHX27DI,2003-2004
Fluorosis DI: #28,OHXDEN_C (1).htm,OHX28DI,2003-2004
Fluorosis DI: #29,OHXDEN_C (1).htm,OHX29DI,2003-2004
Fluorosis DI: #3,OHXDEN_C (1).htm,OHX03DI,2003-2004
Fluorosis DI: #30,OHXDEN_C (1).htm,OHX30DI,2003-2004
Fluorosis DI: #31,OHXDEN_C (1).htm,OHX31DI,2003-2004
Fluorosis DI: #4,OHXDEN_C (1).htm,OHX04DI,2003-2004
Fluorosis DI: #5,OHXDEN_C (1).htm,OHX05DI,2003-2004
Fluorosis DI: #6,OHXDEN_C (1).htm,OHX06DI,2003-2004
Fluorosis DI: #7,OHXDEN_C (1).htm,OHX07DI,2003-2004
Fluorosis DI: #8,OHXDEN_C (1).htm,OHX08DI,2003-2004
Fluorosis DI: #9,OHXDEN_C (1).htm,OHX09DI,2003-2004
Incisor Trauma:  #10,OHXDEN_C (1).htm,OHX10TR,2003-2004
Incisor Trauma:  #23,OHXDEN_C (1).htm,OHX23TR,2003-2004
Incisor Trauma:  #24,OHXDEN_C (1).htm,OHX24TR,2003-2004
Incisor Trauma:  #25,OHXDEN_C (1).htm,OHX25TR,2003-2004
Incisor Trauma:  #26,OHXDEN_C (1).htm,OHX26TR,2003-2004
Incisor Trauma:  #7,OHXDEN_C (1).htm,OHX07TR,2003-2004
Incisor Trauma:  #8,OHXDEN_C (1).htm,OHX08TR,2003-2004
Incisor Trauma:  #9,OHXDEN_C (1).htm,OHX09TR,2003-2004
Overall Oral Health Exam Status,OHXDEN_C (1).htm,OHAEXSTS,2003-2004
Respondent sequence number,OHXDEN_C (1).htm,SEQN,2003-2004
Root Caries:  yes / no,OHXDEN_C (1).htm,OHXRCAR,2003-2004
Root restorations: yes / no,OHXDEN_C (1).htm,OHXRRES,2003-2004
Tooth Count:  #1,OHXDEN_C (1).htm,OHX01TC,2003-2004
Tooth Count:  #10,OHXDEN_C (1).htm,OHX10TC,2003-2004
Tooth Count:  #11,OHXDEN_C (1).htm,OHX11TC,2003-2004
Tooth Count:  #12,OHXDEN_C (1).htm,OHX12TC,2003-2004
Tooth Count:  #13,OHXDEN_C (1).htm,OHX13TC,2003-2004
Tooth Count:  #14,OHXDEN_C (1).htm,OHX14TC,2003-2004
Tooth Count:  #15,OHXDEN_C (1).htm,OHX15TC,2003-2004
Tooth Count:  #16,OHXDEN_C (1).htm,OHX16TC,2003-2004
Tooth Count:  #17,OHXDEN_C (1).htm,OHX17TC,2003-2004
Tooth Count:  #18,OHXDEN_C (1).htm,OHX18TC,2003-2004
Tooth Count:  #19,OHXDEN_C (1).htm,OHX19TC,2003-2004
Tooth Count:  #2,OHXDEN_C (1).htm,OHX02TC,2003-2004
Tooth Count:  #20,OHXDEN_C (1).htm,OHX20TC,2003-2004
Tooth Count:  #21,OHXDEN_C (1).htm,OHX21TC,2003-2004
Tooth Count:  #22,OHXDEN_C (1).htm,OHX22TC,2003-2004
Tooth Count:  #23,OHXDEN_C (1).htm,OHX23TC,2003-2004
Tooth Count:  #24,OHXDEN_C (1).htm,OHX24TC,2003-2004
Tooth Count:  #25,OHXDEN_C (1).htm,OHX25TC,2003-2004
Tooth Count:  #26,OHXDEN_C (1).htm,OHX26TC,2003-2004
Tooth Count:  #27,OHXDEN_C (1).htm,OHX27TC,2003-2004
Tooth Count:  #28,OHXDEN_C (1).htm,OHX28TC,2003-2004
Tooth Count:  #29,OHXDEN_C (1).htm,OHX29TC,2003-2004
Tooth Count:  #3,OHXDEN_C (1).htm,OHX03TC,2003-2004
Tooth Count:  #30,OHXDEN_C (1).htm,OHX30TC,2003-2004
Tooth Count:  #31,OHXDEN_C (1).htm,OHX31TC,2003-2004
Tooth Count:  #32,OHXDEN_C (1).htm,OHX32TC,2003-2004
Tooth Count:  #4,OHXDEN_C (1).htm,OHX04TC,2003-2004
Tooth Count:  #5,OHXDEN_C (1).htm,OHX05TC,2003-2004
Tooth Count:  #6,OHXDEN_C (1).htm,OHX06TC,2003-2004
Tooth Count:  #7,OHXDEN_C (1).htm,OHX07TC,2003-2004
Tooth Count:  #8,OHXDEN_C (1).htm,OHX08TC,2003-2004
Tooth Count:  #9,OHXDEN_C (1).htm,OHX09TC,2003-2004
Coronal Caries:  Surface condition #10,OHXDEN_C.htm,OHX10CSC,2003-2004
Coronal Caries:  Surface condition #11,OHXDEN_C.htm,OHX11CSC,2003-2004
Coronal Caries:  Surface condition #12,OHXDEN_C.htm,OHX12CSC,2003-2004
Coronal Caries:  Surface condition #13,OHXDEN_C.htm,OHX13CSC,2003-2004
Coronal Caries:  Surface condition #14,OHXDEN_C.htm,OHX14CSC,2003-2004
Coronal Caries:  Surface condition #15,OHXDEN_C.htm,OHX15CSC,2003-2004
Coronal Caries:  Surface condition #19,OHXDEN_C.htm,OHX19CSC,2003-2004
Coronal Caries:  Surface condition #2,OHXDEN_C.htm,OHX02CSC,2003-2004
Coronal Caries:  Surface condition #20,OHXDEN_C.htm,OHX20CSC,2003-2004
Coronal Caries:  Surface condition #21,OHXDEN_C.htm,OHX21CSC,2003-2004
Coronal Caries:  Surface condition #22,OHXDEN_C.htm,OHX22CSC,2003-2004
Coronal Caries:  Surface condition #23,OHXDEN_C.htm,OHX23CSC,2003-2004
Coronal Caries:  Surface condition #24,OHXDEN_C.htm,OHX24CSC,2003-2004
Coronal Caries:  Surface condition #25,OHXDEN_C.htm,OHX25CSC,2003-2004
Coronal Caries:  Surface condition #26,OHXDEN_C.htm,OHX26CSC,2003-2004
Coronal Caries:  Surface condition #27,OHXDEN_C.htm,OHX27CSC,2003-2004
Coronal Caries:  Surface condition #28,OHXDEN_C.htm,OHX28CSC,2003-2004
Coronal Caries:  Surface condition #29,OHXDEN_C.htm,OHX29CSC,2003-2004
Coronal Caries:  Surface condition #3,OHXDEN_C.htm,OHX03CSC,2003-2004
Coronal Caries:  Surface condition #30,OHXDEN_C.htm,OHX30CSC,2003-2004
Coronal Caries:  Surface condition #31,OHXDEN_C.htm,OHX31CSC,2003-2004
Coronal Caries:  Surface condition #4,OHXDEN_C.htm,OHX04CSC,2003-2004
Coronal Caries:  Surface condition #5,OHXDEN_C.htm,OHX05CSC,2003-2004
Coronal Caries:  Surface condition #6,OHXDEN_C.htm,OHX06CSC,2003-2004
Coronal Caries:  Surface condition #7,OHXDEN_C.htm,OHX07CSC,2003-2004
Coronal Caries:  Surface condition #8,OHXDEN_C.htm,OHX08CSC,2003-2004
Coronal Caries:  Surface condition #9,OHXDEN_C.htm,OHX09CSC,2003-2004
Coronal Caries:  Tooth count  #8,OHXDEN_C.htm,OHX08CTC,2003-2004
Coronal Caries:  Tooth count #10,OHXDEN_C.htm,OHX10CTC,2003-2004
Coronal Caries:  Tooth count #12,OHXDEN_C.htm,OHX12CTC,2003-2004
Coronal Caries:  Tooth count #13,OHXDEN_C.htm,OHX13CTC,2003-2004
Coronal Caries:  Tooth count #14,OHXDEN_C.htm,OHX14CTC,2003-2004
Coronal Caries:  Tooth count #15,OHXDEN_C.htm,OHX15CTC,2003-2004
Coronal Caries:  Tooth count #18,OHXDEN_C.htm,OHX18CTC,2003-2004
Coronal Caries:  Tooth count #19,OHXDEN_C.htm,OHX19CTC,2003-2004
Coronal Caries:  Tooth count #2,OHXDEN_C.htm,OHX02CTC,2003-2004
Coronal Caries:  Tooth count #20,OHXDEN_C.htm,OHX20CTC,2003-2004
Coronal Caries:  Tooth count #21,OHXDEN_C.htm,OHX21CTC,2003-2004
Coronal Caries:  Tooth count #22,OHXDEN_C.htm,OHX22CTC,2003-2004
Coronal Caries:  Tooth count #23,OHXDEN_C.htm,OHX23CTC,2003-2004
Coronal Caries:  Tooth count #24,OHXDEN_C.htm,OHX24CTC,2003-2004
Coronal Caries:  Tooth count #25,OHXDEN_C.htm,OHX25CTC,2003-2004
Coronal Caries:  Tooth count #26,OHXDEN_C.htm,OHX26CTC,2003-2004
Coronal Caries:  Tooth count #27,OHXDEN_C.htm,OHX27CTC,2003-2004
Coronal Caries:  Tooth count #28,OHXDEN_C.htm,OHX28CTC,2003-2004
Coronal Caries:  Tooth count #29,OHXDEN_C.htm,OHX29CTC,2003-2004
Coronal Caries:  Tooth count #3,OHXDEN_C.htm,OHX03CTC,2003-2004
Coronal Caries:  Tooth count #30,OHXDEN_C.htm,OHX30CTC,2003-2004
Coronal Caries:  Tooth count #31,OHXDEN_C.htm,OHX31CTC,2003-2004
Coronal Caries:  Tooth count #4,OHXDEN_C.htm,OHX04CTC,2003-2004
Coronal Caries:  Tooth count #5,OHXDEN_C.htm,OHX05CTC,2003-2004
Coronal Caries:  Tooth count #6,OHXDEN_C.htm,OHX06CTC,2003-2004
Coronal Caries:  Tooth count #7,OHXDEN_C.htm,OHX07CTC,2003-2004
Coronal Caries:  Tooth count #9,OHXDEN_C.htm,OHX09CTC,2003-2004
Coronal Caries: Surface condition #18,OHXDEN_C.htm,OHX18CSC,2003-2004
Coronal Caries: Tooth Count #11,OHXDEN_C.htm,OHX11CTC,2003-2004
Dental Implant: yes / no?,OHXDEN_C.htm,OHXIMP,2003-2004
Dental Sealants:  #10,OHXDEN_C.htm,OHX10SE,2003-2004
Dental Sealants:  #12,OHXDEN_C.htm,OHX12SE,2003-2004
Dental Sealants:  #13,OHXDEN_C.htm,OHX13SE,2003-2004
Dental Sealants:  #14,OHXDEN_C.htm,OHX14SE,2003-2004
Dental Sealants:  #15,OHXDEN_C.htm,OHX15SE,2003-2004
Dental Sealants:  #18,OHXDEN_C.htm,OHX18SE,2003-2004
Dental Sealants:  #19,OHXDEN_C.htm,OHX19SE,2003-2004
Dental Sealants:  #2,OHXDEN_C.htm,OHX02SE,2003-2004
Dental Sealants:  #20,OHXDEN_C.htm,OHX20SE,2003-2004
Dental Sealants:  #21,OHXDEN_C.htm,OHX21SE,2003-2004
Dental Sealants:  #28,OHXDEN_C.htm,OHX28SE,2003-2004
Dental Sealants:  #29,OHXDEN_C.htm,OHX29SE,2003-2004
Dental Sealants:  #3,OHXDEN_C.htm,OHX03SE,2003-2004
Dental Sealants:  #30,OHXDEN_C.htm,OHX30SE,2003-2004
Dental Sealants:  #31,OHXDEN_C.htm,OHX31SE,2003-2004
Dental Sealants:  #4,OHXDEN_C.htm,OHX04SE,2003-2004
Dental Sealants:  #5,OHXDEN_C.htm,OHX05SE,2003-2004
Dental Sealants:  #7,OHXDEN_C.htm,OHX07SE,2003-2004
Dentition Status Code,OHXDEN_C.htm,OHASCST3,2003-2004
Edentulous-yes,OHXDEN_C.htm,OHXEDEN,2003-2004
Fluorosis DI: #10,OHXDEN_C.htm,OHX10DI,2003-2004
Fluorosis DI: #11,OHXDEN_C.htm,OHX11DI,2003-2004
Fluorosis DI: #12,OHXDEN_C.htm,OHX12DI,2003-2004
Fluorosis DI: #13,OHXDEN_C.htm,OHX13DI,2003-2004
Fluorosis DI: #14,OHXDEN_C.htm,OHX14DI,2003-2004
Fluorosis DI: #15,OHXDEN_C.htm,OHX15DI,2003-2004
Fluorosis DI: #18,OHXDEN_C.htm,OHX18DI,2003-2004
Fluorosis DI: #19,OHXDEN_C.htm,OHX19DI,2003-2004
Fluorosis DI: #2,OHXDEN_C.htm,OHX02DI,2003-2004
Fluorosis DI: #20,OHXDEN_C.htm,OHX20DI,2003-2004
Fluorosis DI: #21,OHXDEN_C.htm,OHX21DI,2003-2004
Fluorosis DI: #22,OHXDEN_C.htm,OHX22DI,2003-2004
Fluorosis DI: #23,OHXDEN_C.htm,OHX23DI,2003-2004
Fluorosis DI: #24,OHXDEN_C.htm,OHX24DI,2003-2004
Fluorosis DI: #25,OHXDEN_C.htm,OHX25DI,2003-2004
Fluorosis DI: #26,OHXDEN_C.htm,OHX26DI,2003-2004
Fluorosis DI: #27,OHXDEN_C.htm,OHX27DI,2003-2004
Fluorosis DI: #28,OHXDEN_C.htm,OHX28DI,2003-2004
Fluorosis DI: #29,OHXDEN_C.htm,OHX29DI,2003-2004
Fluorosis DI: #3,OHXDEN_C.htm,OHX03DI,2003-2004
Fluorosis DI: #30,OHXDEN_C.htm,OHX30DI,2003-2004
Fluorosis DI: #31,OHXDEN_C.htm,OHX31DI,2003-2004
Fluorosis DI: #4,OHXDEN_C.htm,OHX04DI,2003-2004
Fluorosis DI: #5,OHXDEN_C.htm,OHX05DI,2003-2004
Fluorosis DI: #6,OHXDEN_C.htm,OHX06DI,2003-2004
Fluorosis DI: #7,OHXDEN_C.htm,OHX07DI,2003-2004
Fluorosis DI: #8,OHXDEN_C.htm,OHX08DI,2003-2004
Fluorosis DI: #9,OHXDEN_C.htm,OHX09DI,2003-2004
Incisor Trauma:  #10,OHXDEN_C.htm,OHX10TR,2003-2004
Incisor Trauma:  #23,OHXDEN_C.htm,OHX23TR,2003-2004
Incisor Trauma:  #24,OHXDEN_C.htm,OHX24TR,2003-2004
Incisor Trauma:  #25,OHXDEN_C.htm,OHX25TR,2003-2004
Incisor Trauma:  #26,OHXDEN_C.htm,OHX26TR,2003-2004
Incisor Trauma:  #7,OHXDEN_C.htm,OHX07TR,2003-2004
Incisor Trauma:  #8,OHXDEN_C.htm,OHX08TR,2003-2004
Incisor Trauma:  #9,OHXDEN_C.htm,OHX09TR,2003-2004
Overall Oral Health Exam Status,OHXDEN_C.htm,OHAEXSTS,2003-2004
Respondent sequence number,OHXDEN_C.htm,SEQN,2003-2004
Root Caries:  yes / no,OHXDEN_C.htm,OHXRCAR,2003-2004
Root restorations: yes / no,OHXDEN_C.htm,OHXRRES,2003-2004
Tooth Count:  #1,OHXDEN_C.htm,OHX01TC,2003-2004
Tooth Count:  #10,OHXDEN_C.htm,OHX10TC,2003-2004
Tooth Count:  #11,OHXDEN_C.htm,OHX11TC,2003-2004
Tooth Count:  #12,OHXDEN_C.htm,OHX12TC,2003-2004
Tooth Count:  #13,OHXDEN_C.htm,OHX13TC,2003-2004
Tooth Count:  #14,OHXDEN_C.htm,OHX14TC,2003-2004
Tooth Count:  #15,OHXDEN_C.htm,OHX15TC,2003-2004
Tooth Count:  #16,OHXDEN_C.htm,OHX16TC,2003-2004
Tooth Count:  #17,OHXDEN_C.htm,OHX17TC,2003-2004
Tooth Count:  #18,OHXDEN_C.htm,OHX18TC,2003-2004
Tooth Count:  #19,OHXDEN_C.htm,OHX19TC,2003-2004
Tooth Count:  #2,OHXDEN_C.htm,OHX02TC,2003-2004
Tooth Count:  #20,OHXDEN_C.htm,OHX20TC,2003-2004
Tooth Count:  #21,OHXDEN_C.htm,OHX21TC,2003-2004
Tooth Count:  #22,OHXDEN_C.htm,OHX22TC,2003-2004
Tooth Count:  #23,OHXDEN_C.htm,OHX23TC,2003-2004
Tooth Count:  #24,OHXDEN_C.htm,OHX24TC,2003-2004
Tooth Count:  #25,OHXDEN_C.htm,OHX25TC,2003-2004
Tooth Count:  #26,OHXDEN_C.htm,OHX26TC,2003-2004
Tooth Count:  #27,OHXDEN_C.htm,OHX27TC,2003-2004
Tooth Count:  #28,OHXDEN_C.htm,OHX28TC,2003-2004
Tooth Count:  #29,OHXDEN_C.htm,OHX29TC,2003-2004
Tooth Count:  #3,OHXDEN_C.htm,OHX03TC,2003-2004
Tooth Count:  #30,OHXDEN_C.htm,OHX30TC,2003-2004
Tooth Count:  #31,OHXDEN_C.htm,OHX31TC,2003-2004
Tooth Count:  #32,OHXDEN_C.htm,OHX32TC,2003-2004
Tooth Count:  #4,OHXDEN_C.htm,OHX04TC,2003-2004
Tooth Count:  #5,OHXDEN_C.htm,OHX05TC,2003-2004
Tooth Count:  #6,OHXDEN_C.htm,OHX06TC,2003-2004
Tooth Count:  #7,OHXDEN_C.htm,OHX07TC,2003-2004
Tooth Count:  #8,OHXDEN_C.htm,OHX08TC,2003-2004
Tooth Count:  #9,OHXDEN_C.htm,OHX09TC,2003-2004
BOP: distal #18,OHXPRL_C.htm,OHX18BPD,2003-2004
BOP: distal #19,OHXPRL_C.htm,OHX19BPD,2003-2004
BOP: distal #20,OHXPRL_C.htm,OHX20BPD,2003-2004
BOP: distal #21,OHXPRL_C.htm,OHX21BPD,2003-2004
BOP: distal #22,OHXPRL_C.htm,OHX22BPD,2003-2004
BOP: distal #23,OHXPRL_C.htm,OHX23BPD,2003-2004
BOP: distal #24,OHXPRL_C.htm,OHX24BPD,2003-2004
BOP: distal #25,OHXPRL_C.htm,OHX25BPD,2003-2004
BOP: distal #26,OHXPRL_C.htm,OHX26BPD,2003-2004
BOP: distal #27,OHXPRL_C.htm,OHX27BPD,2003-2004
BOP: distal #28,OHXPRL_C.htm,OHX28BPD,2003-2004
BOP: distal #29,OHXPRL_C.htm,OHX29BPD,2003-2004
BOP: distal #30,OHXPRL_C.htm,OHX30BPD,2003-2004
BOP: distal #31,OHXPRL_C.htm,OHX31BPD,2003-2004
BOP: mesial #18,OHXPRL_C.htm,OHX18BPS,2003-2004
BOP: mesial #19,OHXPRL_C.htm,OHX19BPS,2003-2004
BOP: mesial #20,OHXPRL_C.htm,OHX20BPS,2003-2004
BOP: mesial #21,OHXPRL_C.htm,OHX21BPS,2003-2004
BOP: mesial #22,OHXPRL_C.htm,OHX22BPS,2003-2004
BOP: mesial #23,OHXPRL_C.htm,OHX23BPS,2003-2004
BOP: mesial #24,OHXPRL_C.htm,OHX24BPS,2003-2004
BOP: mesial #25,OHXPRL_C.htm,OHX25BPS,2003-2004
BOP: mesial #26,OHXPRL_C.htm,OHX26BPS,2003-2004
BOP: mesial #27,OHXPRL_C.htm,OHX27BPS,2003-2004
BOP: mesial #28,OHXPRL_C.htm,OHX28BPS,2003-2004
BOP: mesial #29,OHXPRL_C.htm,OHX29BPS,2003-2004
BOP: mesial #30,OHXPRL_C.htm,OHX30BPS,2003-2004
BOP: mesial #31,OHXPRL_C.htm,OHX31BPS,2003-2004
BOP: midfacial #18,OHXPRL_C.htm,OHX18BPM,2003-2004
BOP: midfacial #19,OHXPRL_C.htm,OHX19BPM,2003-2004
BOP: midfacial #20,OHXPRL_C.htm,OHX20BPM,2003-2004
BOP: midfacial #21,OHXPRL_C.htm,OHX21BPM,2003-2004
BOP: midfacial #22,OHXPRL_C.htm,OHX22BPM,2003-2004
BOP: midfacial #23,OHXPRL_C.htm,OHX23BPM,2003-2004
BOP: midfacial #24,OHXPRL_C.htm,OHX24BPM,2003-2004
BOP: midfacial #25,OHXPRL_C.htm,OHX25BPM,2003-2004
BOP: midfacial #26,OHXPRL_C.htm,OHX26BPM,2003-2004
BOP: midfacial #27,OHXPRL_C.htm,OHX27BPM,2003-2004
BOP: midfacial #28,OHXPRL_C.htm,OHX28BPM,2003-2004
BOP: midfacial #29,OHXPRL_C.htm,OHX29BPM,2003-2004
BOP: midfacial #30,OHXPRL_C.htm,OHX30BPM,2003-2004
BOP: midfacial #31,OHXPRL_C.htm,OHX31BPM,2003-2004
LOA: distal #18 FGM/CEJ,OHXPRL_C.htm,OHD18CJD,2003-2004
LOA: distal #18 PD,OHXPRL_C.htm,OHD18PCD,2003-2004
LOA: distal #18 calculated LA,OHXPRL_C.htm,OHD18LAD,2003-2004
LOA: distal #19 FGM/CEJ,OHXPRL_C.htm,OHD19CJD,2003-2004
LOA: distal #19 PD,OHXPRL_C.htm,OHD19PCD,2003-2004
LOA: distal #19 calculated LA,OHXPRL_C.htm,OHD19LAD,2003-2004
LOA: distal #20 FGM/CEJ,OHXPRL_C.htm,OHD20CJD,2003-2004
LOA: distal #20 PD,OHXPRL_C.htm,OHD20PCD,2003-2004
LOA: distal #20 calculated LA,OHXPRL_C.htm,OHD20LAD,2003-2004
LOA: distal #21 FGM/CEJ,OHXPRL_C.htm,OHD21CJD,2003-2004
LOA: distal #21 PD,OHXPRL_C.htm,OHD21PCD,2003-2004
LOA: distal #21 calculated LA,OHXPRL_C.htm,OHD21LAD,2003-2004
LOA: distal #22 FGM/CEJ,OHXPRL_C.htm,OHD22CJD,2003-2004
LOA: distal #22 PD,OHXPRL_C.htm,OHD22PCD,2003-2004
LOA: distal #22 calculated LA,OHXPRL_C.htm,OHD22LAD,2003-2004
LOA: distal #23 FGM/CEJ,OHXPRL_C.htm,OHD23CJD,2003-2004
LOA: distal #23 PD,OHXPRL_C.htm,OHD23PCD,2003-2004
LOA: distal #23 calculated LA,OHXPRL_C.htm,OHD23LAD,2003-2004
LOA: distal #24 FGM/CEJ,OHXPRL_C.htm,OHD24CJD,2003-2004
LOA: distal #24 PD,OHXPRL_C.htm,OHD24PCD,2003-2004
LOA: distal #24 calculated LA,OHXPRL_C.htm,OHD24LAD,2003-2004
LOA: distal #25 FGM/CEJ,OHXPRL_C.htm,OHD25CJD,2003-2004
LOA: distal #25 PD,OHXPRL_C.htm,OHD25PCD,2003-2004
LOA: distal #25 calculated LA,OHXPRL_C.htm,OHD25LAD,2003-2004
LOA: distal #26 FGM/CEJ,OHXPRL_C.htm,OHD26CJD,2003-2004
LOA: distal #26 PD,OHXPRL_C.htm,OHD26PCD,2003-2004
LOA: distal #26 calculated LA,OHXPRL_C.htm,OHD26LAD,2003-2004
LOA: distal #27 FGM/CEJ,OHXPRL_C.htm,OHD27CJD,2003-2004
LOA: distal #27 PD,OHXPRL_C.htm,OHD27PCD,2003-2004
LOA: distal #27 calculated LA,OHXPRL_C.htm,OHD27LAD,2003-2004
LOA: distal #28 FGM/CEJ,OHXPRL_C.htm,OHD28CJD,2003-2004
LOA: distal #28 PD,OHXPRL_C.htm,OHD28PCD,2003-2004
LOA: distal #28 calculated LA,OHXPRL_C.htm,OHD28LAD,2003-2004
LOA: distal #29 FGM/CEJ,OHXPRL_C.htm,OHD29CJD,2003-2004
LOA: distal #29 PD,OHXPRL_C.htm,OHD29PCD,2003-2004
LOA: distal #29 calculated LA,OHXPRL_C.htm,OHD29LAD,2003-2004
LOA: distal #30 FGM/CEJ,OHXPRL_C.htm,OHD30CJD,2003-2004
LOA: distal #30 PD,OHXPRL_C.htm,OHD30PCD,2003-2004
LOA: distal #30 calculated LA,OHXPRL_C.htm,OHD30LAD,2003-2004
LOA: distal #31 FGM/CEJ,OHXPRL_C.htm,OHD31CJD,2003-2004
LOA: distal #31 PD,OHXPRL_C.htm,OHD31PCD,2003-2004
LOA: distal #31 calculated LA,OHXPRL_C.htm,OHD31LAD,2003-2004
LOA: mesial #18 FGM/CEJ,OHXPRL_C.htm,OHD18CJS,2003-2004
LOA: mesial #18 PD,OHXPRL_C.htm,OHD18PCS,2003-2004
LOA: mesial #18 calculated LA,OHXPRL_C.htm,OHD18LAS,2003-2004
LOA: mesial #19 FGM/CEJ,OHXPRL_C.htm,OHD19CJS,2003-2004
LOA: mesial #19 PD,OHXPRL_C.htm,OHD19PCS,2003-2004
LOA: mesial #19 calculated LA,OHXPRL_C.htm,OHD19LAS,2003-2004
LOA: mesial #20 FGM/CEJ,OHXPRL_C.htm,OHD20CJS,2003-2004
LOA: mesial #20 PD,OHXPRL_C.htm,OHD20PCS,2003-2004
LOA: mesial #20 calculated LA,OHXPRL_C.htm,OHD20LAS,2003-2004
LOA: mesial #21 FGM/CEJ,OHXPRL_C.htm,OHD21CJS,2003-2004
LOA: mesial #21 PD,OHXPRL_C.htm,OHD21PCS,2003-2004
LOA: mesial #21 calculated LA,OHXPRL_C.htm,OHD21LAS,2003-2004
LOA: mesial #22 FGM/CEJ,OHXPRL_C.htm,OHD22CJS,2003-2004
LOA: mesial #22 PD,OHXPRL_C.htm,OHD22PCS,2003-2004
LOA: mesial #22 calculated LA,OHXPRL_C.htm,OHD22LAS,2003-2004
LOA: mesial #23 FGM/CEJ,OHXPRL_C.htm,OHD23CJS,2003-2004
LOA: mesial #23 PD,OHXPRL_C.htm,OHD23PCS,2003-2004
LOA: mesial #23 calculated LA,OHXPRL_C.htm,OHD23LAS,2003-2004
LOA: mesial #24 FGM/CEJ,OHXPRL_C.htm,OHD24CJS,2003-2004
LOA: mesial #24 PD,OHXPRL_C.htm,OHD24PCS,2003-2004
LOA: mesial #24 calculated LA,OHXPRL_C.htm,OHD24LAS,2003-2004
LOA: mesial #25 FGM/CEJ,OHXPRL_C.htm,OHD25CJS,2003-2004
LOA: mesial #25 PD,OHXPRL_C.htm,OHD25PCS,2003-2004
LOA: mesial #25 calculated LA,OHXPRL_C.htm,OHD25LAS,2003-2004
LOA: mesial #26 FGM/CEJ,OHXPRL_C.htm,OHD26CJS,2003-2004
LOA: mesial #26 PD,OHXPRL_C.htm,OHD26PCS,2003-2004
LOA: mesial #26 calculated LA,OHXPRL_C.htm,OHD26LAS,2003-2004
LOA: mesial #27 FGM/CEJ,OHXPRL_C.htm,OHD27CJS,2003-2004
LOA: mesial #27 PD,OHXPRL_C.htm,OHD27PCS,2003-2004
LOA: mesial #27 calculated LA,OHXPRL_C.htm,OHD27LAS,2003-2004
LOA: mesial #28 FGM/CEJ,OHXPRL_C.htm,OHD28CJS,2003-2004
LOA: mesial #28 PD,OHXPRL_C.htm,OHD28PCS,2003-2004
LOA: mesial #28 calculated LA,OHXPRL_C.htm,OHD28LAS,2003-2004
LOA: mesial #29 FGM/CEJ,OHXPRL_C.htm,OHD29CJS,2003-2004
LOA: mesial #29 PD,OHXPRL_C.htm,OHD29PCS,2003-2004
LOA: mesial #29 calculated LA,OHXPRL_C.htm,OHD29LAS,2003-2004
LOA: mesial #30 FGM/CEJ,OHXPRL_C.htm,OHD30CJS,2003-2004
LOA: mesial #30 PD,OHXPRL_C.htm,OHD30PCS,2003-2004
LOA: mesial #30 calculated LA,OHXPRL_C.htm,OHD30LAS,2003-2004
LOA: mesial #31 FGM/CEJ,OHXPRL_C.htm,OHD31CJS,2003-2004
LOA: mesial #31 PD,OHXPRL_C.htm,OHD31PCS,2003-2004
LOA: mesial #31 calculated LA,OHXPRL_C.htm,OHD31LAS,2003-2004
LOA: mid-facial #18 FGM/CEJ,OHXPRL_C.htm,OHD18CJM,2003-2004
LOA: mid-facial #18 PD,OHXPRL_C.htm,OHD18PCM,2003-2004
LOA: mid-facial #18 calculated LA,OHXPRL_C.htm,OHD18LAM,2003-2004
LOA: mid-facial #19 FGM/CEJ,OHXPRL_C.htm,OHD19CJM,2003-2004
LOA: mid-facial #19 PD,OHXPRL_C.htm,OHD19PCM,2003-2004
LOA: mid-facial #19 calculated LA,OHXPRL_C.htm,OHD19LAM,2003-2004
LOA: mid-facial #20 FGM/CEJ,OHXPRL_C.htm,OHD20CJM,2003-2004
